"cod_setor","situacao_setor","homens_soma","mulheres_soma","total","homens_percentual","mulheres_percentual","domicilio"
"250300115000005","8","17","4","21","80.952380952380950","19.0476190476190470","HOMEM"
"250300115000006","8","29","8","37","78.378378378378370","21.6216216216216200","HOMEM"
"250300115000007","1","148","61","209","70.813397129186600","29.1866028708134000","HOMEM"
"250310005000001","1","75","58","133","56.390977443609025","43.6090225563909750","HOMEM"
"250310005000002","1","125","90","215","58.139534883720930","41.8604651162790700","HOMEM"
"250310005000003","8","141","38","179","78.770949720670390","21.2290502793296100","HOMEM"
"250310005000004","8","64","12","76","84.210526315789480","15.7894736842105260","HOMEM"
"250310005000005","8","145","49","194","74.742268041237110","25.2577319587628860","HOMEM"
"250310005000006","5","36","23","59","61.016949152542374","38.9830508474576260","HOMEM"
"250310005000007","8","218","80","298","73.154362416107390","26.8456375838926180","HOMEM"
"250310005000008","1","95","56","151","62.913907284768214","37.0860927152317860","HOMEM"
"250310005000009","1","117","86","203","57.635467980295566","42.3645320197044340","HOMEM"
"250320905000001","1","179","146","325","55.076923076923080","44.9230769230769200","HOMEM"
"250320905000002","1","95","62","157","60.509554140127390","39.4904458598726100","HOMEM"
"250320905000003","1","123","85","208","59.134615384615390","40.8653846153846100","HOMEM"
"250320905000004","1","146","110","256","57.031250000000000","42.9687500000000000","HOMEM"
"250320905000005","1","136","88","224","60.714285714285715","39.2857142857142850","HOMEM"
"250320905000006","1","134","93","227","59.030837004405285","40.9691629955947150","HOMEM"
"250320905000007","1","177","147","324","54.629629629629626","45.3703703703703740","HOMEM"
"250320905000008","1","96","99","195","49.230769230769230","50.7692307692307700","MULHER"
"250320905000009","1","97","86","183","53.005464480874316","46.9945355191256840","HOMEM"
"250320905000010","1","118","264","382","30.890052356020940","69.1099476439790500","MULHER"
"250320905000011","1","86","99","185","46.486486486486484","53.5135135135135160","MULHER"
"250320905000012","1","89","181","270","32.962962962962960","67.0370370370370400","MULHER"
"250320905000013","1","52","118","170","30.588235294117650","69.4117647058823500","MULHER"
"250320905000014","1","127","136","263","48.288973384030420","51.7110266159695800","MULHER"
"250320905000015","1","67","3","70","95.714285714285710","4.2857142857142860","HOMEM"
"250320905000016","1","65","184","249","26.104417670682732","73.8955823293172600","MULHER"
"250320905000017","1","139","87","226","61.504424778761060","38.4955752212389400","HOMEM"
"250320905000018","1","29","7","36","80.555555555555560","19.4444444444444430","HOMEM"
"250320905000019","1","177","64","241","73.443983402489620","26.5560165975103750","HOMEM"
"250320905000020","1","82","53","135","60.740740740740740","39.2592592592592600","HOMEM"
"250320905000021","1","67","37","104","64.423076923076920","35.5769230769230800","HOMEM"
"250320905000022","1","111","44","155","71.612903225806450","28.3870967741935480","HOMEM"
"250320905000023","1","49","28","77","63.636363636363630","36.3636363636363700","HOMEM"
"250320905000024","1","79","56","135","58.518518518518520","41.4814814814814800","HOMEM"
"250320905000025","1","138","93","231","59.740259740259740","40.2597402597402600","HOMEM"
"250320905000026","1","89","148","237","37.552742616033754","62.4472573839662460","MULHER"
"250320905000027","1","78","53","131","59.541984732824424","40.4580152671755760","HOMEM"
"250320905000028","1","100","70","170","58.823529411764700","41.1764705882353000","HOMEM"
"250320905000029","1","95","55","150","63.333333333333336","36.6666666666666640","HOMEM"
"250320905000030","1","93","60","153","60.784313725490190","39.2156862745098100","HOMEM"
"250320905000031","1","90","66","156","57.692307692307690","42.3076923076923100","HOMEM"
"250320905000032","1","100","36","136","73.529411764705880","26.4705882352941160","HOMEM"
"250320905000033","1","173","102","275","62.909090909090910","37.0909090909090900","HOMEM"
"250320905000034","1","93","66","159","58.490566037735846","41.5094339622641540","HOMEM"
"250320905000035","1","87","37","124","70.161290322580640","29.8387096774193560","HOMEM"
"250320905000036","1","135","54","189","71.428571428571430","28.5714285714285730","HOMEM"
"250320905000037","1","246","98","344","71.511627906976740","28.4883720930232550","HOMEM"
"250320905000038","1","0","0","0",NULL,NULL,NULL
"250320905000039","8","0","0","0",NULL,NULL,NULL
"250320905000040","1","102","82","184","55.434782608695650","44.5652173913043500","HOMEM"
"250320905000041","1","130","80","210","61.904761904761905","38.0952380952380950","HOMEM"
"250320905000042","1","98","52","150","65.333333333333330","34.6666666666666640","HOMEM"
"250320905000043","1","102","106","208","49.038461538461540","50.9615384615384600","MULHER"
"250320905000044","1","78","86","164","47.560975609756100","52.4390243902439000","MULHER"
"250320905000045","1","113","123","236","47.881355932203390","52.1186440677966100","MULHER"
"250320905000046","1","110","59","169","65.088757396449710","34.9112426035503000","HOMEM"
"250320905000047","1","85","50","135","62.962962962962960","37.0370370370370400","HOMEM"
"250320905000048","1","92","119","211","43.601895734597160","56.3981042654028400","MULHER"
"250320905000049","1","100","73","173","57.803468208092480","42.1965317919075200","HOMEM"
"250320905000050","1","167","85","252","66.269841269841270","33.7301587301587300","HOMEM"
"250320905000051","1","43","27","70","61.428571428571430","38.5714285714285700","HOMEM"
"250320905000052","1","42","14","56","75.000000000000000","25.0000000000000000","HOMEM"
"250320905000053","1","142","108","250","56.800000000000000","43.2000000000000000","HOMEM"
"250320905000054","1","83","130","213","38.967136150234744","61.0328638497652560","MULHER"
"250320905000055","1","177","101","278","63.669064748201436","36.3309352517985640","HOMEM"
"250320905000056","1","170","91","261","65.134099616858240","34.8659003831417600","HOMEM"
"250320905000057","1","28","13","41","68.292682926829270","31.7073170731707300","HOMEM"
"250320905000058","1","56","23","79","70.886075949367080","29.1139240506329100","HOMEM"
"250320905000059","1","75","14","89","84.269662921348310","15.7303370786516850","HOMEM"
"250320905000060","1","45","30","75","60.000000000000000","40.0000000000000000","HOMEM"
"250320905000061","1","77","24","101","76.237623762376230","23.7623762376237620","HOMEM"
"250320905000062","1","149","134","283","52.650176678445230","47.3498233215547700","HOMEM"
"250320905000063","1","156","116","272","57.352941176470590","42.6470588235294100","HOMEM"
"250320905000064","1","159","36","195","81.538461538461530","18.4615384615384600","HOMEM"
"250320905000065","1","85","71","156","54.487179487179490","45.5128205128205100","HOMEM"
"250320905000066","1","161","80","241","66.804979253112040","33.1950207468879700","HOMEM"
"250320905000067","1","257","105","362","70.994475138121540","29.0055248618784520","HOMEM"
"250320905000068","1","143","133","276","51.811594202898550","48.1884057971014500","HOMEM"
"250320905000069","1","215","161","376","57.180851063829785","42.8191489361702150","HOMEM"
"250320905000070","1","307","216","523","58.699808795411090","41.3001912045889100","HOMEM"
"250320905000071","1","84","36","120","70.000000000000000","30.0000000000000000","HOMEM"
"250320905000072","1","73","31","104","70.192307692307700","29.8076923076923070","HOMEM"
"250320905000073","1","131","65","196","66.836734693877550","33.1632653061224500","HOMEM"
"250320905000074","1","97","43","140","69.285714285714290","30.7142857142857150","HOMEM"
"250320905000075","1","122","52","174","70.114942528735630","29.8850574712643680","HOMEM"
"250320905000076","1","121","48","169","71.597633136094670","28.4023668639053250","HOMEM"
"250320905000077","1","68","61","129","52.713178294573645","47.2868217054263550","HOMEM"
"250320905000078","1","65","59","124","52.419354838709680","47.5806451612903200","HOMEM"
"250320925000001","1","140","105","245","57.142857142857146","42.8571428571428540","HOMEM"
"250320925000002","1","155","196","351","44.159544159544160","55.8404558404558400","MULHER"
"250320925000003","1","101","106","207","48.792270531400966","51.2077294685990340","MULHER"
"250320925000004","1","122","79","201","60.696517412935320","39.3034825870646800","HOMEM"
"250320925000005","1","145","116","261","55.555555555555560","44.4444444444444400","HOMEM"
"250320925000006","1","140","168","308","45.454545454545450","54.5454545454545500","MULHER"
"250320925000007","1","230","94","324","70.987654320987660","29.0123456790123450","HOMEM"
"250320925000008","1","122","100","222","54.954954954954960","45.0450450450450400","HOMEM"
"250320925000009","1","101","165","266","37.969924812030070","62.0300751879699300","MULHER"
"250330805000001","1","184","86","270","68.148148148148150","31.8518518518518500","HOMEM"
"250330805000002","1","249","88","337","73.887240356083080","26.1127596439169130","HOMEM"
"250330805000003","8","92","37","129","71.317829457364340","28.6821705426356600","HOMEM"
"250330805000004","8","0","0","0",NULL,NULL,NULL
"250330805000005","8","91","39","130","70.000000000000000","30.0000000000000000","HOMEM"
"250330805000006","8","112","13","125","89.600000000000000","10.4000000000000000","HOMEM"
"250330805000007","1","177","73","250","70.800000000000000","29.2000000000000000","HOMEM"
"250330805000008","8","234","82","316","74.050632911392400","25.9493670886075950","HOMEM"
"250330805000009","8","126","44","170","74.117647058823540","25.8823529411764700","HOMEM"
"250330805000010","8","49","13","62","79.032258064516130","20.9677419354838720","HOMEM"
"250330805000011","8","0","0","0",NULL,NULL,NULL
"250330810000001","1","13","15","28","46.428571428571430","53.5714285714285700","MULHER"
"250330810000002","8","29","19","48","60.416666666666664","39.5833333333333360","HOMEM"
"250330815000001","1","35","12","47","74.468085106382970","25.5319148936170200","HOMEM"
"250330815000002","8","194","48","242","80.165289256198350","19.8347107438016540","HOMEM"
"250330815000003","8","86","38","124","69.354838709677420","30.6451612903225800","HOMEM"
"250330820000001","1","26","23","49","53.061224489795920","46.9387755102040800","HOMEM"
"250330820000002","8","64","64","128","50.000000000000000","50.0000000000000000","IGUAL"
"250330820000003","5","74","17","91","81.318681318681310","18.6813186813186820","HOMEM"
"250340705000001","1","144","54","198","72.727272727272730","27.2727272727272730","HOMEM"
"250340705000002","8","85","36","121","70.247933884297520","29.7520661157024800","HOMEM"
"250340705000003","8","107","39","146","73.287671232876720","26.7123287671232900","HOMEM"
"250340705000004","8","191","38","229","83.406113537117900","16.5938864628820970","HOMEM"
"250340705000005","8","23","13","36","63.888888888888886","36.1111111111111140","HOMEM"
"250340705000006","1","188","113","301","62.458471760797345","37.5415282392026550","HOMEM"
"250350605000001","1","116","72","188","61.702127659574465","38.2978723404255350","HOMEM"
"250350605000002","1","132","82","214","61.682242990654200","38.3177570093458000","HOMEM"
"250350605000003","1","75","75","150","50.000000000000000","50.0000000000000000","IGUAL"
"250350605000004","1","92","63","155","59.354838709677416","40.6451612903225840","HOMEM"
"250350605000005","1","121","171","292","41.438356164383560","58.5616438356164400","MULHER"
"250350605000006","1","182","96","278","65.467625899280580","34.5323741007194200","HOMEM"
"250350605000007","1","151","110","261","57.854406130268200","42.1455938697318000","HOMEM"
"250350605000008","8","141","60","201","70.149253731343280","29.8507462686567170","HOMEM"
"250350605000009","8","101","49","150","67.333333333333330","32.6666666666666640","HOMEM"
"250350605000010","8","118","29","147","80.272108843537410","19.7278911564625870","HOMEM"
"250350605000011","8","87","33","120","72.500000000000000","27.5000000000000000","HOMEM"
"250350605000012","8","47","16","63","74.603174603174610","25.3968253968253950","HOMEM"
"250350605000013","8","97","31","128","75.781250000000000","24.2187500000000000","HOMEM"
"250350605000014","8","59","20","79","74.683544303797460","25.3164556962025300","HOMEM"
"250350605000015","8","145","25","170","85.294117647058830","14.7058823529411760","HOMEM"
"250350605000016","8","32","51","83","38.554216867469880","61.4457831325301200","MULHER"
"250350605000017","8","18","3","21","85.714285714285710","14.2857142857142860","HOMEM"
"250350605000018","8","219","67","286","76.573426573426570","23.4265734265734270","HOMEM"
"250350605000019","5","269","156","425","63.294117647058826","36.7058823529411740","HOMEM"
"250350605000020","8","17","5","22","77.272727272727270","22.7272727272727270","HOMEM"
"250350605000021","5","69","47","116","59.482758620689660","40.5172413793103400","HOMEM"
"250350605000022","1","43","157","200","21.500000000000000","78.5000000000000000","MULHER"
"250350605000023","1","109","114","223","48.878923766816140","51.1210762331838600","MULHER"
"250350605000024","1","52","166","218","23.853211009174313","76.1467889908256800","MULHER"
"250350605000025","1","94","94","188","50.000000000000000","50.0000000000000000","IGUAL"
"250350605000026","1","142","82","224","63.392857142857146","36.6071428571428540","HOMEM"
"250355505000001","1","106","114","220","48.181818181818180","51.8181818181818200","MULHER"
"250355505000002","1","138","120","258","53.488372093023260","46.5116279069767400","HOMEM"
"250355505000003","8","99","145","244","40.573770491803280","59.4262295081967200","MULHER"
"250355505000004","8","38","28","66","57.575757575757580","42.4242424242424200","HOMEM"
"250355505000005","8","24","18","42","57.142857142857146","42.8571428571428540","HOMEM"
"250355505000006","8","4","13","17","23.529411764705884","76.4705882352941200","MULHER"
"250355505000007","8","42","80","122","34.426229508196720","65.5737704918032700","MULHER"
"250355505000008","8","107","90","197","54.314720812182740","45.6852791878172600","HOMEM"
"250355505000009","5","120","266","386","31.088082901554404","68.9119170984456000","MULHER"
"250355505000010","8","53","38","91","58.241758241758240","41.7582417582417600","HOMEM"
"250355505000011","8","89","76","165","53.939393939393940","46.0606060606060600","HOMEM"
"250360505000001","1","131","142","273","47.985347985347985","52.0146520146520150","MULHER"
"250360505000002","1","167","59","226","73.893805309734520","26.1061946902654860","HOMEM"
"250360505000003","1","115","218","333","34.534534534534540","65.4654654654654700","MULHER"
"250360505000004","1","97","159","256","37.890625000000000","62.1093750000000000","MULHER"
"250360505000005","1","134","120","254","52.755905511811020","47.2440944881889800","HOMEM"
"250360505000006","8","79","11","90","87.777777777777770","12.2222222222222210","HOMEM"
"250360505000007","8","72","24","96","75.000000000000000","25.0000000000000000","HOMEM"
"250360505000008","8","88","49","137","64.233576642335760","35.7664233576642300","HOMEM"
"250360505000009","8","91","32","123","73.983739837398370","26.0162601626016250","HOMEM"
"250360505000010","8","91","23","114","79.824561403508770","20.1754385964912300","HOMEM"
"250360505000011","1","147","51","198","74.242424242424250","25.7575757575757580","HOMEM"
"250370405000001","1","150","125","275","54.545454545454550","45.4545454545454500","HOMEM"
"250370405000002","1","129","117","246","52.439024390243900","47.5609756097561000","HOMEM"
"250370405000003","1","118","73","191","61.780104712041880","38.2198952879581200","HOMEM"
"250370405000004","1","114","122","236","48.305084745762710","51.6949152542372900","MULHER"
"250370405000005","1","142","153","295","48.135593220338980","51.8644067796610200","MULHER"
"250370405000006","1","100","124","224","44.642857142857146","55.3571428571428540","MULHER"
"250370405000007","1","110","181","291","37.800687285223370","62.1993127147766300","MULHER"
"250370405000008","1","158","122","280","56.428571428571430","43.5714285714285700","HOMEM"
"250370405000009","1","174","109","283","61.484098939929330","38.5159010600706700","HOMEM"
"250370405000010","1","122","82","204","59.803921568627450","40.1960784313725500","HOMEM"
"250370405000011","1","132","69","201","65.671641791044780","34.3283582089552200","HOMEM"
"250370405000012","1","202","83","285","70.877192982456140","29.1228070175438600","HOMEM"
"250370405000013","1","159","70","229","69.432314410480340","30.5676855895196500","HOMEM"
"250370405000014","1","191","142","333","57.357357357357360","42.6426426426426400","HOMEM"
"250370405000015","1","161","117","278","57.913669064748200","42.0863309352518000","HOMEM"
"250370405000016","1","306","107","413","74.092009685230020","25.9079903147699750","HOMEM"
"250370405000017","1","145","93","238","60.924369747899156","39.0756302521008440","HOMEM"
"250370405000018","1","122","112","234","52.136752136752136","47.8632478632478640","HOMEM"
"250370405000019","1","121","79","200","60.500000000000000","39.5000000000000000","HOMEM"
"250370405000020","1","86","72","158","54.430379746835440","45.5696202531645600","HOMEM"
"250370405000021","1","204","171","375","54.400000000000000","45.6000000000000000","HOMEM"
"250370405000022","1","182","130","312","58.333333333333336","41.6666666666666640","HOMEM"
"250370405000023","1","144","90","234","61.538461538461540","38.4615384615384600","HOMEM"
"250370405000024","1","75","173","248","30.241935483870968","69.7580645161290400","MULHER"
"250370405000025","1","124","109","233","53.218884120171670","46.7811158798283300","HOMEM"
"250370405000026","1","133","123","256","51.953125000000000","48.0468750000000000","HOMEM"
"250370405000027","1","162","108","270","60.000000000000000","40.0000000000000000","HOMEM"
"250370405000028","1","157","100","257","61.089494163424130","38.9105058365758700","HOMEM"
"250370405000029","1","220","105","325","67.692307692307700","32.3076923076923100","HOMEM"
"250370405000030","1","249","154","403","61.786600496277910","38.2133995037220900","HOMEM"
"250370405000031","1","153","80","233","65.665236051502150","34.3347639484978500","HOMEM"
"250370405000032","1","148","97","245","60.408163265306120","39.5918367346938800","HOMEM"
"250370405000033","1","116","236","352","32.954545454545450","67.0454545454545500","MULHER"
"250370405000034","1","203","109","312","65.064102564102570","34.9358974358974400","HOMEM"
"250370405000035","1","259","158","417","62.110311750599520","37.8896882494004800","HOMEM"
"250370405000036","1","224","144","368","60.869565217391305","39.1304347826086950","HOMEM"
"250370405000037","1","159","92","251","63.346613545816730","36.6533864541832700","HOMEM"
"250370405000038","1","196","170","366","53.551912568306010","46.4480874316939900","HOMEM"
"250370405000039","1","241","120","361","66.759002770083100","33.2409972299169000","HOMEM"
"250370405000040","8","137","36","173","79.190751445086700","20.8092485549132960","HOMEM"
"250370405000041","8","43","12","55","78.181818181818190","21.8181818181818170","HOMEM"
"250370405000042","8","205","67","272","75.367647058823540","24.6323529411764700","HOMEM"
"250370405000043","8","130","22","152","85.526315789473680","14.4736842105263150","HOMEM"
"250370405000044","8","87","36","123","70.731707317073170","29.2682926829268300","HOMEM"
"250370405000045","8","170","42","212","80.188679245283010","19.8113207547169800","HOMEM"
"250370405000046","8","199","57","256","77.734375000000000","22.2656250000000000","HOMEM"
"250370405000047","8","182","39","221","82.352941176470600","17.6470588235294130","HOMEM"
"250370405000048","5","77","29","106","72.641509433962270","27.3584905660377370","HOMEM"
"250370405000049","8","66","54","120","55.000000000000000","45.0000000000000000","HOMEM"
"250370405000050","8","26","9","35","74.285714285714290","25.7142857142857150","HOMEM"
"250370405000051","8","202","69","271","74.538745387453870","25.4612546125461240","HOMEM"
"250370405000052","8","176","40","216","81.481481481481480","18.5185185185185200","HOMEM"
"250370405000053","1","202","83","285","70.877192982456140","29.1228070175438600","HOMEM"
"250370405000054","1","187","85","272","68.750000000000000","31.2500000000000000","HOMEM"
"250370405000055","1","126","175","301","41.860465116279070","58.1395348837209300","MULHER"
"250370405000056","1","170","78","248","68.548387096774190","31.4516129032258080","HOMEM"
"250370405000057","1","161","38","199","80.904522613065320","19.0954773869346700","HOMEM"
"250370405000058","1","174","88","262","66.412213740458010","33.5877862595419860","HOMEM"
"250370405000059","1","77","175","252","30.555555555555557","69.4444444444444400","MULHER"
"250370405000060","1","264","131","395","66.835443037974680","33.1645569620253160","HOMEM"
"250370405000061","1","146","87","233","62.660944206008590","37.3390557939914100","HOMEM"
"250370405000062","1","98","55","153","64.052287581699350","35.9477124183006540","HOMEM"
"250370405000063","1","137","94","231","59.307359307359306","40.6926406926406940","HOMEM"
"250370405000064","1","138","90","228","60.526315789473685","39.4736842105263150","HOMEM"
"250370410000001","1","152","57","209","72.727272727272730","27.2727272727272730","HOMEM"
"250370410000002","8","70","5","75","93.333333333333330","6.6666666666666670","HOMEM"
"250370410000003","8","128","48","176","72.727272727272730","27.2727272727272730","HOMEM"
"250370410000004","8","115","65","180","63.888888888888886","36.1111111111111140","HOMEM"
"250370410000005","5","32","40","72","44.444444444444440","55.5555555555555600","MULHER"
"250370410000006","8","69","17","86","80.232558139534890","19.7674418604651160","HOMEM"
"250370410000007","8","138","72","210","65.714285714285710","34.2857142857142850","HOMEM"
"250370410000008","8","72","16","88","81.818181818181810","18.1818181818181830","HOMEM"
"250375305000001","1","184","93","277","66.425992779783400","33.5740072202166100","HOMEM"
"250375305000002","8","136","22","158","86.075949367088610","13.9240506329113920","HOMEM"
"250375305000003","8","139","108","247","56.275303643724700","43.7246963562753000","HOMEM"
"250375305000004","8","41","5","46","89.130434782608700","10.8695652173913050","HOMEM"
"250375305000005","8","60","2","62","96.774193548387100","3.2258064516129030","HOMEM"
"250375305000006","8","23","11","34","67.647058823529400","32.3529411764705900","HOMEM"
"250380305000001","1","195","144","339","57.522123893805310","42.4778761061946900","HOMEM"
"250380305000002","1","209","99","308","67.857142857142860","32.1428571428571460","HOMEM"
"250380305000003","1","223","127","350","63.714285714285715","36.2857142857142850","HOMEM"
"250380305000004","8","163","60","223","73.094170403587440","26.9058295964125560","HOMEM"
"250380305000005","8","72","18","90","80.000000000000000","20.0000000000000000","HOMEM"
"250380305000006","5","98","37","135","72.592592592592600","27.4074074074074100","HOMEM"
"250380305000007","5","165","93","258","63.953488372093030","36.0465116279069700","HOMEM"
"250390205000001","1","72","181","253","28.458498023715414","71.5415019762845800","MULHER"
"250390205000002","1","137","77","214","64.018691588785050","35.9813084112149540","HOMEM"
"250390205000003","1","132","126","258","51.162790697674420","48.8372093023255800","HOMEM"
"250390205000004","8","170","35","205","82.926829268292680","17.0731707317073180","HOMEM"
"250390205000005","8","32","54","86","37.209302325581400","62.7906976744186000","MULHER"
"250390205000006","8","113","43","156","72.435897435897430","27.5641025641025660","HOMEM"
"250390205000007","8","140","67","207","67.632850241545900","32.3671497584541040","HOMEM"
"250390205000008","7","44","21","65","67.692307692307700","32.3076923076923100","HOMEM"
"250390205000009","1","98","73","171","57.309941520467840","42.6900584795321600","HOMEM"
"250390210000001","1","34","43","77","44.155844155844160","55.8441558441558400","MULHER"
"250390210000002","8","117","48","165","70.909090909090900","29.0909090909090900","HOMEM"
"250400905000001","1","127","152","279","45.519713261648750","54.4802867383512500","MULHER"
"250400905000002","1","111","110","221","50.226244343891400","49.7737556561086000","HOMEM"
"250400905000003","1","98","73","171","57.309941520467840","42.6900584795321600","HOMEM"
"250400905000004","1","95","116","211","45.023696682464454","54.9763033175355460","MULHER"
"250400905000005","1","73","61","134","54.477611940298510","45.5223880597014900","HOMEM"
"250400905000006","1","154","117","271","56.826568265682660","43.1734317343173400","HOMEM"
"250400905000007","1","175","175","350","50.000000000000000","50.0000000000000000","IGUAL"
"250400905000008","1","109","75","184","59.239130434782610","40.7608695652173900","HOMEM"
"250400905000009","1","82","52","134","61.194029850746270","38.8059701492537300","HOMEM"
"250400905000010","1","135","135","270","50.000000000000000","50.0000000000000000","IGUAL"
"250400905000011","1","102","93","195","52.307692307692310","47.6923076923076900","HOMEM"
"250400905000012","1","98","106","204","48.039215686274510","51.9607843137254900","MULHER"
"250400905000013","1","109","92","201","54.228855721393030","45.7711442786069700","HOMEM"
"250400905000014","1","118","133","251","47.011952191235060","52.9880478087649400","MULHER"
"250400905000015","1","33","54","87","37.931034482758620","62.0689655172413800","MULHER"
"250400905000016","1","110","104","214","51.401869158878505","48.5981308411214950","HOMEM"
"250400905000017","1","132","117","249","53.012048192771080","46.9879518072289200","HOMEM"
"250400905000018","1","139","150","289","48.096885813148790","51.9031141868512100","MULHER"
"250400905000019","1","128","126","254","50.393700787401580","49.6062992125984200","HOMEM"
"250400905000020","1","135","175","310","43.548387096774190","56.4516129032258100","MULHER"
"250400905000021","1","130","73","203","64.039408866995070","35.9605911330049250","HOMEM"
"250400905000022","1","74","67","141","52.482269503546100","47.5177304964539000","HOMEM"
"250400905000023","1","66","107","173","38.150289017341040","61.8497109826589600","MULHER"
"250400905000024","1","144","106","250","57.600000000000000","42.4000000000000000","HOMEM"
"250400905000026","1","107","173","280","38.214285714285715","61.7857142857142850","MULHER"
"250400905000027","1","166","89","255","65.098039215686270","34.9019607843137200","HOMEM"
"250400905000028","1","158","98","256","61.718750000000000","38.2812500000000000","HOMEM"
"250400905000029","1","181","98","279","64.874551971326170","35.1254480286738400","HOMEM"
"250400905000030","1","111","96","207","53.623188405797100","46.3768115942029000","HOMEM"
"250400905000031","1","106","152","258","41.085271317829460","58.9147286821705400","MULHER"
"250400905000032","1","170","160","330","51.515151515151516","48.4848484848484840","HOMEM"
"250400905000033","1","129","106","235","54.893617021276600","45.1063829787234000","HOMEM"
"250400905000034","1","127","142","269","47.211895910780670","52.7881040892193300","MULHER"
"250400905000035","1","176","96","272","64.705882352941170","35.2941176470588260","HOMEM"
"250400905000036","1","187","105","292","64.041095890410960","35.9589041095890400","HOMEM"
"250400905000037","1","120","143","263","45.627376425855516","54.3726235741444840","MULHER"
"250400905000038","1","173","61","234","73.931623931623930","26.0683760683760680","HOMEM"
"250400905000039","1","143","118","261","54.789272030651340","45.2107279693486600","HOMEM"
"250400905000040","1","160","138","298","53.691275167785236","46.3087248322147640","HOMEM"
"250400905000041","1","142","109","251","56.573705179282870","43.4262948207171300","HOMEM"
"250400905000042","1","108","108","216","50.000000000000000","50.0000000000000000","IGUAL"
"250400905000043","1","131","157","288","45.486111111111114","54.5138888888888860","MULHER"
"250400905000044","1","116","85","201","57.711442786069654","42.2885572139303460","HOMEM"
"250400905000045","1","148","133","281","52.669039145907476","47.3309608540925240","HOMEM"
"250400905000046","1","147","95","242","60.743801652892564","39.2561983471074360","HOMEM"
"250400905000047","1","125","115","240","52.083333333333336","47.9166666666666640","HOMEM"
"250400905000048","1","178","107","285","62.456140350877190","37.5438596491228100","HOMEM"
"250400905000049","1","169","127","296","57.094594594594600","42.9054054054054000","HOMEM"
"250400905000050","1","140","109","249","56.224899598393580","43.7751004016064200","HOMEM"
"250400905000051","1","134","115","249","53.815261044176710","46.1847389558232900","HOMEM"
"250400905000052","1","145","122","267","54.307116104868910","45.6928838951310900","HOMEM"
"250400905000053","1","161","163","324","49.691358024691360","50.3086419753086400","MULHER"
"250400905000054","1","97","53","150","64.666666666666670","35.3333333333333360","HOMEM"
"250400905000055","1","40","210","250","16.000000000000000","84.0000000000000000","MULHER"
"250400905000056","1","155","135","290","53.448275862068970","46.5517241379310300","HOMEM"
"250400905000057","1","133","168","301","44.186046511627910","55.8139534883720900","MULHER"
"250400905000058","1","136","171","307","44.299674267100976","55.7003257328990240","MULHER"
"250400905000059","1","176","151","327","53.822629969418960","46.1773700305810400","HOMEM"
"250400905000060","1","185","157","342","54.093567251461990","45.9064327485380100","HOMEM"
"250400905000061","1","133","102","235","56.595744680851060","43.4042553191489400","HOMEM"
"250400905000062","1","92","62","154","59.740259740259740","40.2597402597402600","HOMEM"
"250400905000063","1","160","205","365","43.835616438356160","56.1643835616438400","MULHER"
"250400905000064","1","143","59","202","70.792079207920790","29.2079207920792070","HOMEM"
"250400905000065","1","65","104","169","38.461538461538460","61.5384615384615400","MULHER"
"250400905000066","1","79","90","169","46.745562130177520","53.2544378698224800","MULHER"
"250400905000067","1","77","95","172","44.767441860465120","55.2325581395348800","MULHER"
"250400905000068","1","81","39","120","67.500000000000000","32.5000000000000000","HOMEM"
"250400905000069","1","103","86","189","54.497354497354500","45.5026455026455000","HOMEM"
"250400905000070","1","118","62","180","65.555555555555560","34.4444444444444400","HOMEM"
"250400905000071","1","174","83","257","67.704280155642020","32.2957198443579760","HOMEM"
"250400905000072","1","87","61","148","58.783783783783780","41.2162162162162200","HOMEM"
"250400905000073","1","189","162","351","53.846153846153850","46.1538461538461500","HOMEM"
"250400905000074","1","0","0","0",NULL,NULL,NULL
"250400905000075","1","131","187","318","41.194968553459120","58.8050314465408800","MULHER"
"250400905000076","1","128","106","234","54.700854700854700","45.2991452991453000","HOMEM"
"250400905000077","1","178","169","347","51.296829971181560","48.7031700288184400","HOMEM"
"250400905000078","1","147","136","283","51.943462897526500","48.0565371024735000","HOMEM"
"250400905000079","1","158","147","305","51.803278688524590","48.1967213114754100","HOMEM"
"250400905000080","1","111","67","178","62.359550561797754","37.6404494382022460","HOMEM"
"250400905000081","1","27","17","44","61.363636363636370","38.6363636363636300","HOMEM"
"250400905000082","1","146","152","298","48.993288590604024","51.0067114093959760","MULHER"
"250400905000083","1","170","159","329","51.671732522796354","48.3282674772036460","HOMEM"
"250400905000084","1","133","102","235","56.595744680851060","43.4042553191489400","HOMEM"
"250400905000085","1","112","154","266","42.105263157894740","57.8947368421052600","MULHER"
"250400905000086","1","136","131","267","50.936329588014980","49.0636704119850200","HOMEM"
"250400905000087","1","146","121","267","54.681647940074900","45.3183520599251000","HOMEM"
"250400905000088","1","110","182","292","37.671232876712330","62.3287671232876700","MULHER"
"250400905000089","1","202","111","313","64.536741214057510","35.4632587859424900","HOMEM"
"250400905000090","1","163","108","271","60.147601476014760","39.8523985239852400","HOMEM"
"250400905000091","1","196","98","294","66.666666666666670","33.3333333333333360","HOMEM"
"250400905000092","1","221","128","349","63.323782234957020","36.6762177650429800","HOMEM"
"250400905000093","1","159","99","258","61.627906976744185","38.3720930232558150","HOMEM"
